@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50}

@data
40.679522,70.460048,100,44.262295,42.456896,5.454548,18.331505,0,0,C39
25.06887,76.513317,80.178174,58.469945,62.931034,43.636365,8.232712,0,0,?
18.503214,67.79661,79.064588,68.306011,68.534482,35.454543,7.683865,0,0,?
17.493112,49.878935,80.400891,72.677596,68.103448,58.181816,10.867179,0,74.285714,?
24.242424,62.227604,80.178174,46.448088,70.689656,52.727274,11.964874,0,0,C30
24.839302,58.595641,80.400891,41.530054,73.922414,51.818181,12.733261,0,0,?
16.34527,48.184019,77.060134,69.398907,73.060344,60.90909,11.086719,0,68.571429,?
24.471992,51.57385,79.287305,53.551912,73.275862,49.090907,14.270034,0,48.571428,?
25.06887,50.363195,78.841871,51.36612,73.922414,52.727274,14.379803,0,0,C23
26.124885,47.215496,81.737194,47.540984,71.120689,55.454542,17.782657,0,0,C16
31.955922,76.755448,83.073497,48.63388,49.784483,5.454548,19.868277,0,0,C38
23.875115,55.447942,78.841871,76.502732,62.931034,49.090907,14.928651,0,20,?
24.563819,50.605326,79.064588,65.573771,63.362069,49.090907,15.806806,0,54.285714,C24
34.481175,97.820824,83.518931,0,47.629311,2.727274,21.075742,0,0,?
23.921028,49.636805,80.623608,54.644809,64.224138,53.636361,17.782657,0,0,?
24.609733,50.363195,79.510022,57.923497,69.181035,56.363635,16.575193,0,0,?
25.206611,54.479418,78.841871,50.273224,68.75,59.090909,15.916576,0,0,C27
26.538108,60.048426,77.505568,61.202186,60.991379,53.636361,14.818881,0,0,?
23.232323,51.815981,77.505568,56.830601,69.612068,50.909088,14.818881,0,0,?
25.390266,44.309927,78.396437,62.295082,71.982758,51.818181,16.026345,0,0,?
26.124885,56.900727,77.728285,54.09836,65.732759,54.545455,15.477498,0,0,C25
25.390266,46.489104,79.287305,55.191256,70.474138,55.454542,17.672888,0,39.999999,C17
24.426079,51.089588,77.951002,46.448088,74.568965,50.909088,16.136115,0,0,C19
25.711662,51.331719,77.505568,51.36612,68.103448,55.454542,16.245884,2.857143,62.857143,?
26.078971,47.457627,78.841871,57.377048,67.672414,51.818181,18.331505,0,0,?
31.864095,76.513317,78.619154,56.284152,43.103449,46.363633,18.660813,3.492063,0,?
26.721763,48.668281,77.505568,57.923497,67.887931,58.181816,17.563118,0,0,C21
45.821855,84.261501,85.077951,9.836066,42.241379,10.000002,27.332601,0,0,C45
45.821855,84.261501,85.077951,9.836066,42.241379,10.000002,27.332601,0,0,C45
26.538108,49.878935,77.951002,45.355191,69.396552,58.181816,18.551043,0,0,?
25.895317,60.048426,75.501114,56.830601,63.577586,53.636361,16.575193,0,0,?
45.684114,72.639225,85.523385,23.497268,42.025863,15.454544,29.198683,0,0,C43
26.216712,48.42615,76.391982,49.180327,67.672414,56.363635,18.441273,0,85.714285,C20
30.027548,59.564164,75.055679,48.63388,62.715517,51.818181,19.20966,0,45.714286,C36
31.359044,69.007264,74.610245,51.36612,48.922413,53.636361,20.087816,0,0,?
50.734618,72.397095,82.85078,12.021859,41.810345,8.181816,32.711307,0,45.714286,C46
28.55831,58.353512,63.25167,54.09836,65.517241,50,21.844127,0,0,?
25.436179,41.64649,60.356347,54.644809,83.836207,50.909088,21.734358,0,68.571429,?
0,54.721549,77.282851,45.355191,68.318966,56.363635,13.940724,0,88.571429,?
27.961432,51.815981,77.505568,54.644809,67.672414,54.545455,14.818881,0,0,C21
24.747475,64.40678,81.514477,49.180327,64.224138,51.818181,13.062569,0,31.428571,?
31.68044,69.491526,80.623608,44.808742,60.991379,12.72727,18.441273,0,0,C37
46.464646,83.292978,84.855234,26.775957,33.189655,0,28.649836,0,0,?
43.939394,66.585956,83.296214,33.333333,47.413793,16.363637,27.77168,0,20,C42
40.587695,71.670702,79.955457,45.355191,46.336207,8.181816,25.466521,0,0,?
43.02112,56.174334,81.291759,31.693989,54.094828,17.272725,30.406148,0,48.571428,C41
43.02112,57.86925,79.732739,33.333333,51.50862,20.909092,30.07684,0,45.714286,?
49.816345,62.469733,79.732739,28.961748,46.982758,10.90909,33.918771,0,8.571429,?
29.063361,70.460048,86.191537,53.551912,46.336207,49.090907,13.611416,0,91.428571,?
17.355372,57.142858,79.955457,67.213114,70.905172,60.90909,8.232712,0,0,C03
19.100092,63.196126,79.510022,69.945354,65.948276,55.454542,8.891329,0,0,C12
17.493112,55.447942,79.287305,68.306011,71.120689,65.454544,9.001098,0,0,C03
17.21763,55.447942,79.732739,66.666667,71.336207,62.72727,9.659715,0,0,C03
19.742883,65.617434,80.400891,68.306011,55.603449,59.999997,10.428102,0,0,C11
18.273645,77.23971,78.396437,52.459016,66.163794,33.636363,9.440177,0,39.999999,C14
17.21763,50.605326,78.396437,87.978141,65.732759,62.72727,9.769485,0,0,C02
17.309458,51.57385,78.396437,100,61.422414,62.72727,9.769485,0,0,C01
19.788797,64.891042,79.064588,52.459016,64.655173,61.818183,11.196487,0,0,C10
16.253443,60.774819,77.728285,64.480875,74.13793,34.545456,10.428102,0,0,?
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C09
19.513315,44.067797,77.505568,86.338798,73.706897,57.272728,10.976949,0,25.714286,C05
28.741964,53.268766,83.296214,44.808742,53.232759,58.181816,20.636663,0,62.857143,?
17.906336,52.542373,76.614699,63.387979,70.043103,39.999998,13.062569,0,0,C00
17.125803,57.86925,75.946548,70.491803,74.353448,6.363635,14.379803,0,54.285714,?
29.614324,63.680387,76.391982,62.295082,52.801724,46.363633,16.684963,0,0,C29
28.741964,55.447942,80.623608,42.076503,54.525861,58.181816,22.502745,0,42.857143,C26
24.242424,35.59322,72.383073,47.540984,80.603448,56.363635,19.978047,0,68.571429,C15
21.763085,46.973365,64.142539,77.595628,73.275862,66.363632,16.026345,0,0,?
27.364555,53.995158,65.924276,62.295082,67.025862,54.545455,18.770582,4.444444,0,C18
23.645546,39.225181,60.579065,73.224043,65.948276,63.636364,23.600439,0,0,C04
69.329661,74.334141,70.155902,20.21858,16.379311,7.272728,50.054885,0,0,?
57.85124,17.433415,0,86.885245,51.293103,73.63636,67.618002,0,97.142858,C47
87.695133,0,0,98.907104,0,52.727274,68.276619,100,80,C50
100,38.014529,0,38.797814,7.543103,10.90909,100,0,68.571429,?
46.235078,89.588378,0,38.797814,61.637931,9.090909,48.737651,0,22.857144,C44
27.68595,72.397095,0,14.754098,100,0,42.919868,0,0,C34
66.528925,12.106538,0,26.229508,73.275862,0,83.424808,0,0,?
69.972452,7.021791,0,25.136612,70.474138,0,86.498353,0,0,C48
71.717172,46.246974,0,20.765027,47.629311,5.454548,80.351262,0,0,C49
31.083562,66.101696,85.300668,53.005465,59.051724,51.818181,12.403952,0,39.999999,?
29.017447,57.384988,88.418708,49.180327,56.681035,54.545455,14.818881,0,0,C28
28.971533,64.891042,86.636971,56.830601,55.387931,46.363633,13.172339,0,0,C32
28.191001,60.774819,86.859688,61.202186,54.310345,50,13.501647,0,28.571428,?
22.635445,72.397095,81.959911,83.060109,48.491379,58.181816,8.78156,0,0,?
21.028466,62.227604,81.069042,67.759562,58.62069,59.090909,10.428102,0,82.857143,?
20.064279,68.523003,79.510022,64.480875,56.896551,58.181816,9.659715,0,0,C13
20.56933,53.268766,78.841871,72.677596,67.887931,58.181816,10.428102,0,60.000001,C08
22.589532,66.585956,77.505568,77.595628,58.405172,56.363635,9.989024,0,0,?
44.168962,59.806295,81.959911,46.994535,63.362069,49.090907,15.806806,0,0,?
20.752984,53.510896,80.400891,53.005465,63.362069,50.909088,16.684963,0,0,C06
36.960514,78.692493,30.066815,73.224043,42.025863,35.454543,38.199781,0,51.428572,C40
44.168962,73.123487,22.494432,58.469945,51.293103,30.000001,44.56641,0,0,?
64.233241,71.912833,0,58.469945,30.818965,17.272725,69.813392,0,28.571428,?
27.456382,65.375303,88.641425,48.63388,57.758621,52.727274,11.745335,0,0,C31
26.859504,72.154964,87.52784,68.306011,43.103449,49.090907,12.403952,0,42.857143,C35
27.364555,62.953995,85.746102,52.459016,64.00862,47.272726,11.416027,0,0,?
27.134986,54.96368,84.632517,43.169399,70.258621,50.909088,14.270034,0,34.285715,?
22.773186,52.300242,80.623608,69.945354,67.887931,55.454542,11.306257,0,0,C07
21.074379,49.878935,78.396437,68.306011,76.50862,59.999997,9.001098,0,0,?
29.201102,59.806295,80.846325,42.62295,65.086206,51.818181,14.599342,2.857143,48.571428,?
20.431588,54.721549,70.824053,51.36612,68.103448,52.727274,18.990121,0,68.571429,?
28.650137,51.331719,81.737194,51.912569,59.482758,56.363635,17.563118,0,100,C22
25.436179,70.702179,81.514477,44.808742,63.793104,10.000002,16.684963,0,0,C33
20.890725,60.774819,79.510022,59.562841,62.284483,50.909088,14.928651,0,28.571428,?
