@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50}

@data
40.679522,70.460048,100,44.262295,42.456896,5.454548,18.331505,0,0,C41
25.06887,76.513317,80.178174,58.469945,62.931034,43.636365,8.232712,0,0,?
18.503214,67.79661,79.064588,68.306011,68.534482,35.454543,7.683865,0,0,C18
24.19651,61.501211,80.623608,51.912569,70.474138,50,10.867179,0,0,?
24.242424,62.227604,80.178174,46.448088,70.689656,52.727274,11.964874,0,0,?
32.277318,80.145279,79.732739,59.016394,48.922413,50.909088,13.391877,0,0,?
24.793388,54.96368,80.178174,58.469945,68.534482,51.818181,14.489572,0,31.428571,?
16.34527,48.184019,77.060134,69.398907,73.060344,60.90909,11.086719,0,68.571429,C00
24.471992,51.57385,79.287305,53.551912,73.275862,49.090907,14.270034,0,48.571428,?
25.160697,45.520582,79.955457,55.737705,75,52.727274,15.587268,0,0,?
25.06887,50.363195,78.841871,51.36612,73.922414,52.727274,14.379803,0,0,C25
23.875115,55.447942,78.841871,76.502732,62.931034,49.090907,14.928651,0,20,C12
24.563819,50.605326,79.064588,65.573771,63.362069,49.090907,15.806806,0,54.285714,C26
34.481175,97.820824,83.518931,0,47.629311,2.727274,21.075742,0,0,C37
23.921028,49.636805,80.623608,54.644809,64.224138,53.636361,17.782657,0,0,?
24.609733,50.363195,79.510022,57.923497,69.181035,56.363635,16.575193,0,0,?
23.18641,64.164649,77.951002,46.994535,65.517241,45.454545,14.818881,0,0,?
25.206611,54.479418,78.841871,50.273224,68.75,59.090909,15.916576,0,0,C28
23.232323,51.815981,77.505568,56.830601,69.612068,50.909088,14.818881,0,0,?
25.390266,44.309927,78.396437,62.295082,71.982758,51.818181,16.026345,0,0,C22
24.701561,44.552058,77.282851,59.562841,77.155172,54.545455,16.136115,0,17.142857,?
26.078971,47.457627,78.841871,57.377048,67.672414,51.818181,18.331505,0,0,C21
16.161616,61.985473,76.837416,50.273224,63.146552,50.909088,16.355653,0,0,?
31.864095,76.513317,78.619154,56.284152,43.103449,46.363633,18.660813,3.492063,0,C40
26.721763,48.668281,77.505568,57.923497,67.887931,58.181816,17.563118,0,0,C23
45.821855,84.261501,85.077951,9.836066,42.241379,10.000002,27.332601,0,0,?
25.895317,60.048426,75.501114,56.830601,63.577586,53.636361,16.575193,0,0,?
45.684114,72.639225,85.523385,23.497268,42.025863,15.454544,29.198683,0,0,?
