@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50}

@data
40.679522,70.460048,100,44.262295,42.456896,5.454548,18.331505,0,0,?
25.06887,76.513317,80.178174,58.469945,62.931034,43.636365,8.232712,0,0,?
18.503214,67.79661,79.064588,68.306011,68.534482,35.454543,7.683865,0,0,?
25.298439,60.048426,82.182628,54.644809,60.344827,51.818181,12.513722,0,0,?
24.19651,61.501211,80.623608,51.912569,70.474138,50,10.867179,0,0,C29
17.493112,49.878935,80.400891,72.677596,68.103448,58.181816,10.867179,0,74.285714,C02
24.242424,62.227604,80.178174,46.448088,70.689656,52.727274,11.964874,0,0,?
24.839302,58.595641,80.400891,41.530054,73.922414,51.818181,12.733261,0,0,?
24.793388,54.96368,80.178174,58.469945,68.534482,51.818181,14.489572,0,31.428571,?
16.34527,48.184019,77.060134,69.398907,73.060344,60.90909,11.086719,0,68.571429,C01
17.171717,52.058111,76.391982,60.655737,74.784483,62.72727,10.64764,0,68.571429,C03
24.471992,51.57385,79.287305,53.551912,73.275862,49.090907,14.270034,0,48.571428,?
25.160697,45.520582,79.955457,55.737705,75,52.727274,15.587268,0,0,?
25.06887,50.363195,78.841871,51.36612,73.922414,52.727274,14.379803,0,0,?
26.124885,47.215496,81.737194,47.540984,71.120689,55.454542,17.782657,0,0,C24
31.955922,76.755448,83.073497,48.63388,49.784483,5.454548,19.868277,0,0,C40
23.875115,55.447942,78.841871,76.502732,62.931034,49.090907,14.928651,0,20,?
24.563819,50.605326,79.064588,65.573771,63.362069,49.090907,15.806806,0,54.285714,?
23.921028,49.636805,80.623608,54.644809,64.224138,53.636361,17.782657,0,0,C13
23.232323,51.815981,77.505568,56.830601,69.612068,50.909088,14.818881,0,0,C14
25.390266,44.309927,78.396437,62.295082,71.982758,51.818181,16.026345,0,0,?
25.390266,46.489104,79.287305,55.191256,70.474138,55.454542,17.672888,0,39.999999,C20
24.426079,51.089588,77.951002,46.448088,74.568965,50.909088,16.136115,0,0,C25
24.701561,44.552058,77.282851,59.562841,77.155172,54.545455,16.136115,0,17.142857,C21
16.161616,61.985473,76.837416,50.273224,63.146552,50.909088,16.355653,0,0,C06
31.864095,76.513317,78.619154,56.284152,43.103449,46.363633,18.660813,3.492063,0,?
26.721763,48.668281,77.505568,57.923497,67.887931,58.181816,17.563118,0,0,C23
45.821855,84.261501,85.077951,9.836066,42.241379,10.000002,27.332601,0,0,?
24.793388,47.941889,76.169265,49.726776,73.060344,53.636361,17.12404,0,0,C22
31.450872,66.828087,77.505568,57.923497,46.12069,50,21.075742,0,0,?
30.027548,59.564164,75.055679,48.63388,62.715517,51.818181,19.20966,0,45.714286,C36
66.666667,78.934624,82.405345,22.950819,37.931034,1.818181,30.07684,0,28.571428,C49
46.280991,60.048426,83.964365,27.322404,46.982758,11.818183,32.272229,0,0,C45
31.359044,69.007264,74.610245,51.36612,48.922413,53.636361,20.087816,0,0,C38
32.644628,59.806295,74.164811,54.09836,54.956896,54.545455,22.612514,0,31.428571,?
27.226813,65.375303,63.919822,49.180327,65.301724,50,21.40505,0,0,C31
28.55831,58.353512,63.25167,54.09836,65.517241,50,21.844127,0,0,?
25.849403,60.048426,62.583519,54.644809,68.318966,46.363633,21.29528,0,25.714286,C28
25.436179,41.64649,60.356347,54.644809,83.836207,50.909088,21.734358,0,68.571429,C19
27.961432,51.815981,77.505568,54.644809,67.672414,54.545455,14.818881,0,0,C26
24.747475,66.585956,83.296214,48.087431,68.534482,53.636361,10.428102,0,0,C32
24.747475,64.40678,81.514477,49.180327,64.224138,51.818181,13.062569,0,31.428571,?
31.68044,69.491526,80.623608,44.808742,60.991379,12.72727,18.441273,0,0,?
34.986226,74.576271,79.732739,56.284152,41.163793,10.90909,17.453348,21.904762,0,C41
43.939394,67.312348,85.96882,32.240437,42.672414,20.909092,27.003293,0,31.428571,C44
43.939394,66.585956,83.296214,33.333333,47.413793,16.363637,27.77168,0,20,C43
40.587695,71.670702,79.955457,45.355191,46.336207,8.181816,25.466521,0,0,?
43.02112,56.174334,81.291759,31.693989,51.939655,17.272725,30.406148,0,48.571428,?
16.483012,100,81.737194,79.234973,44.396551,14.545457,3.073546,0,34.285715,C00
29.063361,70.460048,86.191537,53.551912,46.336207,49.090907,13.611416,0,91.428571,C39
17.355372,57.142858,79.955457,67.213114,70.905172,60.90909,8.232712,0,0,C04
17.21763,55.447942,79.732739,66.666667,71.336207,62.72727,9.659715,0,0,C04
19.742883,65.617434,80.400891,68.306011,55.603449,59.999997,10.428102,0,0,?
18.916437,54.96368,79.732739,68.306011,65.086206,55.454542,10.537871,0,0,C04
18.273645,77.23971,78.396437,52.459016,66.163794,33.636363,9.440177,0,39.999999,C11
17.21763,50.605326,78.396437,87.978141,65.732759,62.72727,9.769485,0,0,?
17.309458,51.57385,78.396437,100,61.422414,62.72727,9.769485,0,0,?
17.355372,61.01695,76.837416,62.295082,72.413793,55.454542,8.56202,0,0,?
19.788797,64.891042,79.064588,52.459016,64.655173,61.818183,11.196487,0,0,C08
17.401285,57.142858,78.396437,68.852458,65.948276,61.818183,10.64764,0,25.714286,C05
18.82461,63.680387,79.732739,65.573771,62.715517,40.909091,12.403952,0,0,?
16.253443,60.774819,77.728285,64.480875,74.13793,34.545456,10.428102,0,0,C07
19.742883,64.648911,77.728285,67.213114,61.206897,60.90909,10.976949,0,28.571428,C09
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,?
19.513315,44.067797,77.505568,86.338798,73.706897,57.272728,10.976949,0,25.714286,?
17.21763,60.774819,74.387528,64.480875,70.905172,35.454543,12.513722,0,0,?
28.741964,55.447942,80.623608,42.076503,54.525861,58.181816,22.502745,0,42.857143,C35
24.242424,35.59322,72.383073,47.540984,80.603448,56.363635,19.978047,0,68.571429,?
27.364555,53.995158,65.924276,62.295082,67.025862,54.545455,18.770582,4.444444,0,?
20.202019,48.910412,63.474388,62.84153,74.568965,51.818181,18.770582,3.492063,62.857143,C12
23.645546,39.225181,60.579065,73.224043,65.948276,63.636364,23.600439,0,0,?
27.777777,45.762713,61.469933,29.508197,86.206896,31.818182,25.686059,0,57.142857,?
69.329661,74.334141,70.155902,20.21858,16.379311,7.272728,50.054885,0,0,?
54.86685,75.060532,64.587973,48.087431,28.87931,7.272728,40.724478,0,0,?
57.85124,17.433415,0,86.885245,51.293103,73.63636,67.618002,0,97.142858,C48
