%Dimension.2,Dimension.3,Dimension.4,Dimension.5,Dimension.1
%	Number of instances: 2000
%	Number of classes: 3 (c1,c2,c3)
%	Number of attributes: 4

% Data distribution per class
% C1 = 631 instances (31.55%)
% C2 = 679 instances (33.95%)
% C3 = 690 instances (34.50%)

@RELATION Synthetic-2

@ATTRIBUTE dimension2 REAL
@ATTRIBUTE dimension3 REAL
@ATTRIBUTE dimension4 REAL
@ATTRIBUTE dimension5 REAL
@ATTRIBUTE class {c1,c2,c3}

@DATA
4.61518798199314,20.8139596824186,1.24433110912448,1.6823513572409,c2
0.864629264955397,2.47128988996153,-0.019911085546866,-1.94943984545542,c3
0.553993874143092,6.95313395085302,0.803456641658993,-0.19509032198091,c1
0.308646147213869,2.76459087139181,0.716567486352047,3.59289694934781e-11,c1
3.09985012369313,15.0359772853802,-0.480663868243347,1.40736874923825,c2
3.81419090105591,15.044362633801,1.17124346771824,1.66340311174142,c2
3.1384240968608,10.1812834964568,-1.21493703170091,0.524598044762259,c2
0.8563902524208,-3.26258957824494,-0.537741296092944,-2.90923822684923,c3
2.48109678838205,19.976805341466,0.450119903251717,0.195090322051387,c1
-0.028393745603243,-6.57212282072865,0.221171927291453,0.382683432398322,c1
3.79283708277706,20.4868987719628,-0.663177344414383,2.62941982893445,c2
3.26694581782525,10.6207076344731,-1.47346295884521,0.426941811393377,c2
3.51575225669572,9.09338068480299,0.625231968474131,2.19261105818258,c2
0.102079449405014,-5.64559650574759,-0.549999134547812,-1.78888133653439,c3
-2.95002103774006,-1.59128803100876,0.164457837693616,0.555570233049528,c1
4.53206954421756,10.216882645216,-2.06088168597645,1.58070213629262,c2
0.849286717195384,13.9614493132653,-0.3348031652482,-1.47466440229646,c3
3.28307461809265,10.4396813662342,0.1472467911316,0.929671349611885,c2
1.66294457137165,7.04502084362158,0.511959928071761,0.707106781212012,c1
1.26663730018553,-0.695184385139303,0.483215492842589,0.831469612322564,c1
0.943004286581263,-3.08338264832962,0.0415644323619044,0.923879532525084,c1
3.1833947952914,11.670004772026,-0.500832275021184,3.35966673618116,c2
0.46493413696531,4.03371033933603,-0.942880844708764,-1.59844975135592,c3
0.42183096030075,-3.56912249126965,-0.979956704738645,-1.21677040284267,c3
-0.679978051085301,1.89608357379598,0.404970756010333,0.980785280410268,c1
-0.485025121633479,8.02570877737373,0.98539358186885,1,c1
-2.65326445157321,-6.39956840055549,0.0630972629319446,0.980785280396185,c1
-0.0136833177681011,9.51059326892112,0.104896065566439,0.923879532497458,c1
4.60499347759643,28.7024206157809,1.22134836973165,1.86097802138655,c2
-1.12132511385144,3.17997687984269,0.712348701151085,0.831469612282458,c1
3.39115606670518,15.0188622180341,-0.818602664524709,2.13187056989253,c2
3.21317359154335,5.93061163221973,0.303556492026083,3.66867954118974,c2
0.59215575664638,-5.26517927232408,-0.79878994514553,-0.480018467916141,c3
4.30241257043091,21.3036975166518,0.858904269975462,0.803236976018341,c2
0.988108459007702,-4.76014748335525,-0.22666236789578,-1.69041170063615,c3
3.94998039964569,19.5791314159003,-0.559488665147927,0.637204215645615,c2
0.203128527599831,7.22844520518768,-0.992926293788123,-1.83200808706654,c3
4.93458513667169,12.1843332168721,0.324830102281471,1.9278492031912,c2
0.368123637916299,-6.67276117787856,0.723904118105771,0.707106781160967,c1
0.0885968543189322,7.10127059279247,-0.923510028122566,-3.6972157055406,c3
0.458521826863754,12.3537557671226,0.374574008404337,0.555570232989505,c1
1.42467935899589,12.602503014165,0.936376511873031,0.382683432331629,c1
0.499210728101398,12.6595253183237,-0.823685129856321,-2.69805166966769,c3
0.991072024651788,6.17270444920609,-0.476980456736359,-1.10605770436655,c3
3.66220211275051,23.3440104638931,-0.348197935577492,1.13016635776303,c2
4.9669876759323,19.872476554358,-1.86870582639203,1.0825101688266,c2
0.880575981938222,8.09649937050764,-0.351772682123302,-1.70198136581013,c3
4.33021590028981,12.9267646408668,1.05206234190008,0.854969831672994,c2
0.211320621171216,-3.24215434142489,-0.351272532581089,-1.08805232747955,c3
0.392674956086498,10.1683173233504,0.351718866580967,0.195090321980586,c1
0.984231392521414,8.69729068104353,-0.947345430752498,-2.45766318500598,c3
0.027179864341047,-5.41474459107507,-0.278267909815153,-0.77454773885027,c3
-0.661629011288053,-11.4391624126757,0.488286267857006,-3.62592494009267e-11,c1
0.12350886089142,7.5893354524511,-0.18391670069694,-1.63758410758199,c3
0.24423744621163,-6.21783908309982,-0.570552904559473,-2.66683712217556,c3
3.77695117836695,10.5403889508869,0.225548548076101,1.3932826376503,c2
3.06310878747008,20.2125478276704,0.59285030183117,1.67311687928596,c2
0.563556279756799,7.01667966067668,-0.80648800393805,-1.36678380247474,c3
0.680483460834791,13.4626134885482,-0.420866998829135,-1.70339421860308,c3
-2.06300369210539,-4.00344987799845,0.178144292009723,-0.195090322051711,c1
