1,91.25746316317036,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 9.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.3333333,DBSCAN_MAX_DIST - 4.888889],}
2,91.25746316317036,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByNpts[DISTANCE:MANHATTAN,DBCLASD_PTS - 9.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 2.3333333,DBSCAN_MAX_DIST - 4.888889],}
3,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 3.3333335],}
4,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 3.3333335],}
5,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 3.3333335],}
6,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:BRAYCURTIS,DENCLUE_EPSILON - 1.6666667,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_NUM_PTS - 2.6666667,DBSCAN_MAX_DIST - 3.3333335],}
7,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 3.888889,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 1.7777778],}
8,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 3.888889,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 1.7777778],}
9,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 3.888889,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 1.7777778],}
10,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 3.888889,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 1.7777778],}
11,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 3.888889,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 1.7777778],}
12,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 3.888889,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 1.7777778],}
13,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
14,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
15,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
16,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
17,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
18,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
19,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
20,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
21,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
22,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 5.0,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:BRAYCURTIS,DBSCAN_NUM_PTS - 4.666667,DBSCAN_MAX_DIST - 2.5555556],}
23,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 7.2222223],}
24,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 7.2222223],}
25,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 7.2222223],}
26,94.65078805183566,{Reading Instances[DISTANCE:EUCLIDEAN],ASH[DISTANCE:EUCLIDEAN,DENCLUE_EPSILON - 2.777778,DENCLUE_SIGMA - 5.0],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_NUM_PTS - 4.0,DBSCAN_MAX_DIST - 7.2222223],}
