@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01,C02,C03}

@data
40.679522,70.460048,100,44.262295,42.456896,5.454548,18.331505,0,0,C00
18.503214,67.79661,79.064588,68.306011,68.534482,35.454543,7.683865,0,0,C01
25.298439,60.048426,82.182628,54.644809,60.344827,51.818181,12.513722,0,0,C01
24.19651,61.501211,80.623608,51.912569,70.474138,50,10.867179,0,0,C01
24.242424,62.227604,80.178174,46.448088,70.689656,52.727274,11.964874,0,0,C01
32.277318,80.145279,79.732739,59.016394,48.922413,50.909088,13.391877,0,0,C01
24.793388,54.96368,80.178174,58.469945,68.534482,51.818181,14.489572,0,31.428571,C01
16.34527,48.184019,77.060134,69.398907,73.060344,60.90909,11.086719,0,68.571429,C01
25.160697,50.121066,81.514477,53.551912,68.965517,54.545455,16.245884,0,0,C01
25.160697,45.520582,79.955457,55.737705,75,52.727274,15.587268,0,0,C01
31.955922,76.755448,83.073497,48.63388,49.784483,5.454548,19.868277,0,0,C00
23.875115,55.447942,78.841871,76.502732,62.931034,49.090907,14.928651,0,20,C01
24.563819,50.605326,79.064588,65.573771,63.362069,49.090907,15.806806,0,54.285714,C01
34.481175,97.820824,83.518931,0,47.629311,2.727274,21.075742,0,0,C02
23.921028,49.636805,80.623608,54.644809,64.224138,53.636361,17.782657,0,0,C01
24.609733,50.363195,79.510022,57.923497,69.181035,56.363635,16.575193,0,0,C01
23.232323,51.815981,77.505568,56.830601,69.612068,50.909088,14.818881,0,0,C01
25.390266,44.309927,78.396437,62.295082,71.982758,51.818181,16.026345,0,0,C01
25.390266,46.489104,79.287305,55.191256,70.474138,55.454542,17.672888,0,39.999999,C01
24.426079,51.089588,77.951002,46.448088,74.568965,50.909088,16.136115,0,0,C01
25.711662,51.331719,77.505568,51.36612,68.103448,55.454542,16.245884,2.857143,62.857143,C01
24.701561,44.552058,77.282851,59.562841,77.155172,54.545455,16.136115,0,17.142857,C01
26.078971,47.457627,78.841871,57.377048,67.672414,51.818181,18.331505,0,0,C01
16.161616,61.985473,76.837416,50.273224,63.146552,50.909088,16.355653,0,0,C01
45.821855,84.261501,85.077951,9.836066,42.241379,10.000002,27.332601,0,0,C02
45.821855,84.261501,85.077951,9.836066,42.241379,10.000002,27.332601,0,0,C02
26.538108,49.878935,77.951002,45.355191,69.396552,58.181816,18.551043,0,0,C01
26.216712,48.42615,76.391982,49.180327,67.672414,56.363635,18.441273,0,85.714285,C01
31.450872,66.828087,77.505568,57.923497,46.12069,50,21.075742,0,0,C01
30.027548,59.564164,75.055679,48.63388,62.715517,51.818181,19.20966,0,45.714286,C01
66.666667,78.934624,82.405345,22.950819,37.931034,1.818181,30.07684,0,28.571428,?
46.280991,60.048426,83.964365,27.322404,46.982758,11.818183,32.272229,0,0,C00
31.359044,69.007264,74.610245,51.36612,48.922413,53.636361,20.087816,0,0,C01
50.734618,72.397095,82.85078,12.021859,41.810345,8.181816,32.711307,0,45.714286,?
32.644628,59.806295,74.164811,54.09836,54.956896,54.545455,22.612514,0,31.428571,C01
27.226813,65.375303,63.919822,49.180327,65.301724,50,21.40505,0,0,C01
28.55831,58.353512,63.25167,54.09836,65.517241,50,21.844127,0,0,C01
25.849403,60.048426,62.583519,54.644809,68.318966,46.363633,21.29528,0,25.714286,C01
25.436179,41.64649,60.356347,54.644809,83.836207,50.909088,21.734358,0,68.571429,C01
0,54.721549,77.282851,45.355191,68.318966,56.363635,13.940724,0,88.571429,?
27.961432,51.815981,77.505568,54.644809,67.672414,54.545455,14.818881,0,0,C01
24.747475,66.585956,83.296214,48.087431,68.534482,53.636361,10.428102,0,0,C01
43.939394,67.312348,85.96882,32.240437,42.672414,20.909092,27.003293,0,31.428571,C00
43.939394,66.585956,83.296214,33.333333,47.413793,16.363637,27.77168,0,20,C00
40.587695,71.670702,79.955457,45.355191,46.336207,8.181816,25.466521,0,0,C00
43.02112,56.174334,81.291759,31.693989,51.939655,17.272725,30.406148,0,48.571428,C00
43.02112,56.174334,81.291759,31.693989,54.094828,17.272725,30.406148,0,48.571428,C00
43.02112,57.86925,79.732739,33.333333,51.50862,20.909092,30.07684,0,45.714286,C00
49.816345,62.469733,79.732739,28.961748,46.982758,10.90909,33.918771,0,8.571429,C00
16.483012,100,81.737194,79.234973,44.396551,14.545457,3.073546,0,34.285715,?
29.063361,70.460048,86.191537,53.551912,46.336207,49.090907,13.611416,0,91.428571,C01
19.100092,63.196126,79.510022,69.945354,65.948276,55.454542,8.891329,0,0,C01
17.21763,55.447942,79.732739,66.666667,71.336207,62.72727,9.659715,0,0,C01
18.916437,54.96368,79.732739,68.306011,65.086206,55.454542,10.537871,0,0,C01
18.273645,77.23971,78.396437,52.459016,66.163794,33.636363,9.440177,0,39.999999,?
17.309458,51.57385,78.396437,100,61.422414,62.72727,9.769485,0,0,C01
19.788797,64.891042,79.064588,52.459016,64.655173,61.818183,11.196487,0,0,C01
17.401285,57.142858,78.396437,68.852458,65.948276,61.818183,10.64764,0,25.714286,C01
18.82461,63.680387,79.732739,65.573771,62.715517,40.909091,12.403952,0,0,C01
16.253443,60.774819,77.728285,64.480875,74.13793,34.545456,10.428102,0,0,C01
18.503214,55.205811,77.951002,65.027322,66.37931,54.545455,11.416027,0,0,C01
19.513315,44.067797,77.505568,86.338798,73.706897,57.272728,10.976949,0,25.714286,C01
28.741964,53.268766,83.296214,44.808742,53.232759,58.181816,20.636663,0,62.857143,C01
17.125803,57.86925,75.946548,70.491803,74.353448,6.363635,14.379803,0,54.285714,?
17.21763,60.774819,74.387528,64.480875,70.905172,35.454543,12.513722,0,0,C01
19.008264,47.941889,74.164811,65.573771,74.784483,60.90909,12.733261,0,0,C01
28.741964,55.447942,80.623608,42.076503,54.525861,58.181816,22.502745,0,42.857143,C01
24.242424,35.59322,72.383073,47.540984,80.603448,56.363635,19.978047,0,68.571429,C01
21.763085,46.973365,64.142539,77.595628,73.275862,66.363632,16.026345,0,0,C01
27.364555,53.995158,65.924276,62.295082,67.025862,54.545455,18.770582,4.444444,0,C01
20.202019,48.910412,63.474388,62.84153,74.568965,51.818181,18.770582,3.492063,62.857143,C01
27.777777,45.762713,61.469933,29.508197,86.206896,31.818182,25.686059,0,57.142857,?
69.329661,74.334141,70.155902,20.21858,16.379311,7.272728,50.054885,0,0,?
54.86685,75.060532,64.587973,48.087431,28.87931,7.272728,40.724478,0,0,?
87.695133,0,0,98.907104,0,52.727274,68.276619,100,80,?
