@relation glass-train

@attribute RI numeric
@attribute Na numeric
@attribute Mg numeric
@attribute Al numeric
@attribute Si numeric
@attribute K numeric
@attribute Ca numeric
@attribute Ba numeric
@attribute Fe numeric
@attribute cluster {C00,C01}

@data
25.06887,76.513317,80.178174,58.469945,62.931034,43.636365,8.232712,0,0,?
18.503214,67.79661,79.064588,68.306011,68.534482,35.454543,7.683865,0,0,C01
24.19651,61.501211,80.623608,51.912569,70.474138,50,10.867179,0,0,C01
17.493112,49.878935,80.400891,72.677596,68.103448,58.181816,10.867179,0,74.285714,C00
24.242424,62.227604,80.178174,46.448088,70.689656,52.727274,11.964874,0,0,C01
24.793388,54.96368,80.178174,58.469945,68.534482,51.818181,14.489572,0,31.428571,C01
25.160697,50.121066,81.514477,53.551912,68.965517,54.545455,16.245884,0,0,C01
17.171717,52.058111,76.391982,60.655737,74.784483,62.72727,10.64764,0,68.571429,?
24.471992,51.57385,79.287305,53.551912,73.275862,49.090907,14.270034,0,48.571428,?
25.160697,45.520582,79.955457,55.737705,75,52.727274,15.587268,0,0,?
26.124885,47.215496,81.737194,47.540984,71.120689,55.454542,17.782657,0,0,C01
31.955922,76.755448,83.073497,48.63388,49.784483,5.454548,19.868277,0,0,?
24.563819,50.605326,79.064588,65.573771,63.362069,49.090907,15.806806,0,54.285714,?
34.481175,97.820824,83.518931,0,47.629311,2.727274,21.075742,0,0,?
23.921028,49.636805,80.623608,54.644809,64.224138,53.636361,17.782657,0,0,?
24.609733,50.363195,79.510022,57.923497,69.181035,56.363635,16.575193,0,0,C01
23.18641,64.164649,77.951002,46.994535,65.517241,45.454545,14.818881,0,0,?
25.206611,54.479418,78.841871,50.273224,68.75,59.090909,15.916576,0,0,C01
26.538108,60.048426,77.505568,61.202186,60.991379,53.636361,14.818881,0,0,?
23.232323,51.815981,77.505568,56.830601,69.612068,50.909088,14.818881,0,0,C01
25.390266,44.309927,78.396437,62.295082,71.982758,51.818181,16.026345,0,0,?
25.711662,51.331719,77.505568,51.36612,68.103448,55.454542,16.245884,2.857143,62.857143,?
16.161616,61.985473,76.837416,50.273224,63.146552,50.909088,16.355653,0,0,?
31.864095,76.513317,78.619154,56.284152,43.103449,46.363633,18.660813,3.492063,0,?
26.721763,48.668281,77.505568,57.923497,67.887931,58.181816,17.563118,0,0,C01
26.538108,49.878935,77.951002,45.355191,69.396552,58.181816,18.551043,0,0,C01
25.895317,60.048426,75.501114,56.830601,63.577586,53.636361,16.575193,0,0,?
45.684114,72.639225,85.523385,23.497268,42.025863,15.454544,29.198683,0,0,?
26.216712,48.42615,76.391982,49.180327,67.672414,56.363635,18.441273,0,85.714285,C00
31.450872,66.828087,77.505568,57.923497,46.12069,50,21.075742,0,0,?
30.027548,59.564164,75.055679,48.63388,62.715517,51.818181,19.20966,0,45.714286,?
66.666667,78.934624,82.405345,22.950819,37.931034,1.818181,30.07684,0,28.571428,?
32.644628,59.806295,74.164811,54.09836,54.956896,54.545455,22.612514,0,31.428571,?
28.55831,58.353512,63.25167,54.09836,65.517241,50,21.844127,0,0,?
25.849403,60.048426,62.583519,54.644809,68.318966,46.363633,21.29528,0,25.714286,C01
25.436179,41.64649,60.356347,54.644809,83.836207,50.909088,21.734358,0,68.571429,?
0,54.721549,77.282851,45.355191,68.318966,56.363635,13.940724,0,88.571429,?
27.961432,51.815981,77.505568,54.644809,67.672414,54.545455,14.818881,0,0,C01
24.747475,66.585956,83.296214,48.087431,68.534482,53.636361,10.428102,0,0,C01
24.747475,64.40678,81.514477,49.180327,64.224138,51.818181,13.062569,0,31.428571,?
34.986226,74.576271,79.732739,56.284152,41.163793,10.90909,17.453348,21.904762,0,?
43.939394,67.312348,85.96882,32.240437,42.672414,20.909092,27.003293,0,31.428571,?
46.464646,83.292978,84.855234,26.775957,33.189655,0,28.649836,0,0,?
43.939394,66.585956,83.296214,33.333333,47.413793,16.363637,27.77168,0,20,?
40.587695,71.670702,79.955457,45.355191,46.336207,8.181816,25.466521,0,0,?
43.02112,56.174334,81.291759,31.693989,51.939655,17.272725,30.406148,0,48.571428,?
43.02112,56.174334,81.291759,31.693989,54.094828,17.272725,30.406148,0,48.571428,?
43.02112,57.86925,79.732739,33.333333,51.50862,20.909092,30.07684,0,45.714286,?
16.483012,100,81.737194,79.234973,44.396551,14.545457,3.073546,0,34.285715,?
